lastName,firstName,dateOfBirth,driverID,entitlements
Rice,"",1949-02-24,RICEX0249,"[""B"", ""C"", ""A""]"
Goldner,"",1967-08-14,GOLDX0867,"[""B"", ""C"", ""D"", ""A""]"
Altenwerth,"",1938-02-10,ALTEX0238,"[""A""]"
Cronin,Aubrey,1960-06-03,CRONA0660,"[""A""]"
Gutkowski,"",2020-10-05,GUTKX1020,"[""C"", ""A"", ""D"", ""B""]"
Zieme,"",1936-09-13,ZIEMX0936,"[""B"", ""D"", ""A""]"
Kerluke,"",1936-04-04,KERLX0436,"[""D"", ""C"", ""A"", ""B""]"
Keeling,Cornelia),1983-06-23,KEELC0683,"[""C"", ""D""]"
Cassin,"",2008-09-30,CASSX0908,"[""B"", ""C"", ""A""]"
Johnson,Rafael,1991-08-23,JOHNR0891,"[""D"", ""B"", ""C"", ""A""]"
Witting,"",1952-03-26,WITTX0352,"[""C"", ""B""]"
Hansen,"",1982-08-04,HANSX0882,"[""B""]"
Conn,"",2018-08-13,CONNX0818,"[""A"", ""B"", ""D"", ""C""]"
Sauer,Cameron,1966-09-21,SAUEC0966,"[""A"", ""C""]"
Armstrong,"",1964-07-26,ARMSX0764,"[""A"", ""C"", ""D""]"
Reynolds,Lindsay,1985-06-02,REYNL0685,"[""C"", ""D"", ""A"", ""B""]"
Wuckert,"",1965-06-30,WUCKX0665,"[""B"", ""D"", ""C"", ""A""]"
"",Stefani,1948-09-12,XXXXS0948,"[""A"", ""B"", ""D""]"
Reinger,Oswaldo,2008-02-14,REINO0208,"[""D"", ""C""]"
Berge,Michael,1994-07-04,BERGM0794,"[""A"", ""D""]"
Wintheiser,"",1955-11-16,WINTX1155,"[""C""]"
Nikolaus,"",1977-07-24,NIKOX0777,"[""B""]"
Kovacek,"",1955-08-02,KOVAX0855,"[""C"", ""B""]"
Klocko,"",1992-02-15,KLOCX0292,"[""A"", ""B"", ""D"", ""C""]"
Wyman%,"",2000-01-11,WYMAX0100,"[""A""]"
Cronin,Rosendo,1991-11-12,CRONR1191,"[""A"", ""C"", ""B"", ""D""]"
Oberbrunner,"",1935-09-17,OBERX0935,"[""A"", ""B""]"
O'Hara,Hugo,1966-12-28,OHARH1266,"[""B"", ""C"", ""A"", ""D""]"
Hahn,"",2000-08-31,HAHNX0800,"[""D"", ""B"", ""C""]"
"","",1936-02-22,XXXXX0236,"[""C"", ""A"", ""B""]"
Wilkinson,Maximo,1943-11-19,WILKM1143,"[""C""]"
Beatty,Kimberley,1959-05-28,BEATK0559,"[""A"", ""B""]"
Schumm,"",1997-02-05,SCHUX0297,"[""C"", ""A"", ""D"", ""B""]"
Powlowski,"",1934-05-01,POWLX0534,"[""A"", ""B"", ""D"", ""C""]"
Ward,"",1901-06-12,WARDX0601,"[""A"", ""D"", ""B""]"
Corkery,Oda,1965-11-20,CORKO1165,"[""B""]"
Corkery,"",2002-08-09,CORKX0802,"[""C"", ""A"", ""B""]"
Huels,"",1945-12-25,HUELX1245,"[""C""]"
Boyer,"",2002-11-28,BOYEX1102,"[""B"", ""A"", ""D""]"
Leuschke,"",1948-04-19,LEUSX0448,"[""B"", ""D"", ""A""]"
Fahey,Adolph,1991-12-04,FAHEA1291,"[""C"", ""D"", ""A""]"
"",Warner,1971-04-12,XXXXW0471,"[""D"", ""C"", ""B"", ""A""]"
"","",1944-12-04,XXXXX1244,"[""D""]"
Gulgowski,Orlando,1971-10-06,GULGO1071,"[""D"", ""B"", ""A"", ""C""]"
Conn,Tommie,1967-01-12,CONNT0167,"[""X"", ""V"", ""Z"", ""H""]"
Swaniawski,"",2003-03-27,SWANX0303,"[""C"", ""D"", ""A""]"
Kuhn,Tasia,1965-01-11,KUHNT0165,"[""B""]"
Nitzsche,Dominic,1989-01-14,NITZD0189,"[""D"", ""A"", ""B""]"
Swift,Paul,1979-11-18,SWIFP1179,"[""D"", ""B""]"
White,"",2014-06-06,WHITX0614,"[""C"", ""A"", ""B"", ""D""]"
Ullrich,Stephen,1958-11-15,ULLRS1158,"[""D"", ""B"", ""C""]"
Labadie,Freddie,1954-03-28,LABAF0354,"[""B"", ""A""]"
Schamberger,Karina(,1960-11-23,SCHAK1160,"[""C"", ""B""]"
Cruickshank*,"",1969-03-13,CRUIX0369,"[""A"", ""D""]"
Hansen,"",1942-11-07,HANSX1142,"[""D""]"
Cronin,"",1981-12-30,CRONX1281,"[""A"", ""B"", ""D""]"
Mante,"",1963-11-28,MANTX1163,"[""B""]"
Witting,"",1995-07-03,WITTX0795,"[""C"", ""D"", ""A""]"
Kris,Normand,1985-05-08,KRISN0585,"[""A""]"
Mills,Trista,1951-01-13,MILLT0151,"[""D"", ""C"", ""A""]"
Beier,Neville,1997-09-14,BEIEN0997,"[""D""]"
Lindgren,"",1934-02-15,LINDX0234,"[""D"", ""A""]"
Cormier,Broderick,1952-03-29,CORMB0352,"[""A""]"
Fay,Fannie,1995-05-14,FAYXF0595,"[""B"", ""C"", ""D""]"
"",Ed,2017-12-11,HILLL861112EP3UG,"[""A""]"
2024-02-13,Janette,1971-02-06,2024J0271,"[""A"", ""C"", ""D"", ""B""]"
Johns,Reginald,1960-02-12,JOHNR0260,"[""D"", ""B""]"
Swift,Grady,2003-03-26,SWIFG0303,"[""C"", ""B""]"
Lueilwitz,"",1956-07-23,LUEIX0756,"[""C"", ""D""]"
Spencer$,Willetta,1950-04-21,2024-02-13,"[""B"", ""D""]"
Bogan,"",2003-11-12,BOGAX1103,"[""A"", ""C"", ""D"", ""B""]"
Mills,2024-02-13,1973-06-04,MILL20673,"[""A"", ""D""]"
Powlowski,Vanda,1971-04-11,POWLV0471,"[""D"", ""A"", ""C""]"
Brekke,"","",BREKX,"[""C""]"
Prohaska,Kelvin,2021-05-01,PROHK0521,"[""B""]"
Langworth,Greta,1952-03-18,LANGG0352,"[""D""]"
Von,Noreen,1893-06-16,VONXN0693,"[""C"", ""B""]"
Brown,"",1989-05-16,BROWX0589,"[""C"", ""B"", ""D"", ""A""]"
Connelly,Rosamaria,1973-05-31,CONNR0573,"[""B""]"
Conn,Chanell,"",CONNC,"[""A"", ""C""]"
Goldner,Carole,1941-10-15,GOLDC1041,"[""C"", ""D"", ""A"", ""B""]"
Rosenbaum,Ira,1961-08-09,ROSEI0861,"[""A"", ""B""]"
Mraz,Gregory,2005-09-15,MRAZG0905,"[""A"", ""B""]"
Keebler,Julietta,1988-12-02,KEEBJ1288,"[""B""]"
Kirlin,"",1991-05-27,KIRLX0591,"[""A"", ""B"", ""C""]"
Welch,"",2002-01-13,WELCX0102,"[""B"", ""D"", ""A""]"
Koch,"",2006-01-02,KOCHX0106,"[""D"", ""B""]"
McDermott,Cristobal,1987-12-05,MCDEC1287,"[""B"", ""C"", ""A""]"
Langworth,"",1999-03-26,KUNZE662016VS7TN,"[""C"", ""B""]"
Jacobi,"",1959-01-17,JACOX0159,"[""A"", ""B"", ""D"", ""C""]"
Langworth,Ollie,1957-06-25,LANGO0657,"[""D"", ""C""]"
Hansen,"",1939-09-11,HANSX0939,"[""C"", ""D"", ""A"", ""B""]"
Mueller,"",1970-05-13,MUELX0570,"[""B"", ""C"", ""A"", ""D""]"
Boyle,"",1988-09-07,BOYLX0988,"[""D"", ""A"", ""C"", ""B""]"
Runte,Jeri,1937-01-07,RUNTJ0137,"[""C"", ""A""]"
Swaniawski,"",1966-07-08,SWANX0766,"[""D"", ""B"", ""A"", ""C""]"
"","",1966-02-15,XXXXX0266,"[""B"", ""D"", ""C"", ""A""]"
McLaughlin,"",1962-01-04,MCLAX0162,"[""D"", ""B"", ""A""]"
Parisian,Maira(,1958-05-20,2024-02-13,"[""B""]"
Jones,"",1998-07-26,JONEX0798,"[""C"", ""D"", ""A"", ""B""]"
Runolfsdottir,"",1978-07-20,RUNOX0778,"[""C""]"
Cremin,Cameron,2006-02-28,CREMC0206,"[""B"", ""A""]"
Barton,"",1934-06-13,BARTX0634,"[""B"", ""A"", ""D""]"
Dooley,Jeffrey,2006-12-17,DOOLJ1206,"[""A"", ""B""]"
Nienow,"",2019-03-16,NIENX0319,"[""A"", ""B""]"
Schinner,Dave,1962-08-24,SCHID0862,"[""A"", ""C"", ""B"", ""D""]"
Schulist,"",1973-04-13,SCHUX0473,"[""A"", ""D"", ""C"", ""B""]"
Braun,Edgardo,1960-03-14,BRAUE0360,"[""C""]"
Zulauf,2024-02-13,1951-01-12,ZULA20151,"[""D"", ""A"", ""C""]"
Konopelski,"",2006-08-18,KONOX0806,"[""C"", ""B"", ""A""]"
Mueller,Felton,1961-03-14,MUELF0361,"[""A"", ""D""]"
Cassin,Alexandra,1954-01-26,CASSA0154,"[""C"", ""D"", ""B"", ""A""]"
Kovacek,"",1974-12-12,KOVAX1274,"[""K"", ""D"", ""P"", ""Y""]"
Watsica,Billie,1971-09-11,WATSB0971,"[""D""]"
Stracke,"",1982-06-21,STRAX0682,"[""D""]"
Schuster,"",1957-09-02,SCHUX0957,"[""D"", ""A"", ""B""]"
Howell,"",1978-08-24,HOWEX0878,"[""D"", ""A""]"
Schimmel,Jim,1983-08-12,SCHIJ0883,"[""D"", ""A"", ""B"", ""C""]"
Bosco,Kallie,1936-09-19,BOSCK0936,"[""A"", ""B"", ""C""]"
Ruecker,"",2007-08-08,RUECX0807,"[""C"", ""B"", ""D""]"
Moen,Harris,1952-10-25,MOENH1052,"[""D"", ""B"", ""A""]"
Larson,"",1979-08-20,LARSX0879,"[""C"", ""A"", ""D""]"
Carroll,"",2004-04-21,CARRX0404,"[""C"", ""A"", ""B"", ""D""]"
Schuster,Theo,1946-04-07,SCHUT0446,"[""B"", ""D"", ""A"", ""C""]"
Homenick,Enoch,1992-01-03,HOMEE0192,"[""C"", ""B"", ""D"", ""A""]"
Stroman,"",1991-02-12,STROX0291,"[""C"", ""B""]"
Dach,"",1961-06-24,DACHX0661,"[""C"", ""B"", ""D"", ""A""]"
O'Connell,Buford,1935-03-19,OCONB0335,"[""A"", ""B""]"
Shields,Nakesha,1978-04-16,SHIEN0478,"[""A"", ""C""]"
Kshlerin,Dee,1995-12-04,KSHLD1295,"[""A""]"
Durgan,Josiah,1966-02-20,DURGJ0266,"[""B"", ""C"", ""A"", ""D""]"
Doyle,Maile,1993-10-25,DOYLM1093,"[""B"", ""C"", ""D"", ""A""]"
Quigley,Classie,1957-01-07,QUIGC0157,"[""C"", ""B"", ""D""]"
Abbott,Elois,1945-11-02,ABBOE1145,"[""A"", ""D"", ""B"", ""C""]"
Mosciski,"",1994-06-02,MOSCX0694,"[""D""]"
Stanton,Jordan,1968-07-16,STANJ0768,"[""C"", ""A"", ""D""]"
Wintheiser,"",1956-06-20,WINTX0656,"[""A"", ""C""]"
Muller,"",1950-01-02,MULLX0150,"[""A"", ""C"", ""D"", ""B""]"
Rau,Domenic,2020-02-02,RAUXD0220,"[""A"", ""B""]"
2024-02-13,Stephan,1935-01-24,2024S0135,"[""A"", ""D"", ""C"", ""B""]"
Grimes,"",1939-08-03,GRIMX0839,"[""D""]"
Howell,Cherlyn,1935-08-19,HOWEC0835,"[""C"", ""A"", ""D""]"
Daugherty,Lon,2007-02-13,DAUGL0207,"[""C""]"
Wyman,Tabetha,1955-11-12,WYMAT1155,"[""C"", ""A""]"
Mayert,"",1958-09-26,MAYEX0958,"[""A"", ""B""]"
Towne,"",1944-08-02,TOWNX0844,"[""C"", ""A"", ""B""]"
Nicolas,Ming,1959-02-21,NICOM0259,"[""B"", ""A""]"
Mann,Mazie,1986-03-24,MANNM0386,"[""C"", ""A"", ""D""]"
Turner,Chris,1973-11-14,TURNC1173,"[""A"", ""C"", ""B""]"
Kreiger,"",1955-05-21,KREIX0555,"[""A"", ""D"", ""C"", ""B""]"
Grant,"",1988-08-05,GRANX0888,"[""C"", ""D""]"
Quigley,"",1963-04-06,QUIGX0463,"[""A"", ""D"", ""C""]"
Stanton,Logan,1968-09-06,STANL0968,"[""A""]"
Johnston,"",1981-07-07,JOHNX0781,"[""A"", ""C"", ""B"", ""D""]"
Lehner,"",1950-06-05,LEHNX0650,"[""C"", ""D"", ""A"", ""B""]"
Gorczany,"",1989-07-04,GORCX0789,"[""B"", ""D"", ""A""]"
Marquardt,"",1950-12-10,MARQX1250,"[""C"", ""B"", ""D""]"
Mohr,"",1999-08-22,MOHRX0899,"[""D"", ""A"", ""B""]"
Roob,"",1935-04-19,ROOBX0435,"[""D"", ""A"", ""C"", ""B""]"
Abshire,Fausto,1997-10-12,ABSHF1097,"[""B"", ""C"", ""A""]"
Abbott,Glenda,1967-11-28,ABBOG1167,"[""D""]"
Carroll,"",1938-10-04,CARRX1038,"[""D""]"
Koelpin,"",1972-11-23,"","[""B"", ""A""]"
Barton,2024-02-13,2004-11-23,BART21104,"[""D"", ""C"", ""A"", ""B""]"
Emmerich,Isreal,1963-12-25,EMMEI1263,"[""B"", ""C""]"
Lynch,Moises,1943-12-18,LYNCM1243,"[""C"", ""D"", ""A"", ""B""]"
Zulauf,Elfrieda,1991-03-21,ZULAE0391,"[""D""]"
Rath,Jerlene,1994-08-19,RATHJ0894,"[""A"", ""B"", ""D""]"
Lockman,Carla,2017-08-18,LOCKC0817,"[""A"", ""B"", ""D"", ""C""]"
Treutel,Maxwell,1963-12-16,TREUM1263,"[""C"", ""A"", ""B""]"
West,Merlin,2004-06-04,WESTM0604,"[""A""]"
Ferry,"",2001-04-18,FERRX0401,"[""D""]"
Parisian,Prudence,1973-06-16,PARIP0673,"[""C"", ""A"", ""B"", ""D""]"
Schneider,Jann,1986-08-04,SCHNJ0886,"[""C"", ""D""]"
Weber,"",2007-08-26,WEBEX0807,"[""A"", ""D""]"
Sauer,Whitney,1945-11-08,SAUEW1145,"[""C"", ""D"", ""A"", ""B""]"
Larson,2024-02-13,1994-06-15,LARS20694,"[""B""]"
Bashirian,"",1988-08-09,BASHX0888,"[""A""]"
Schneider,Madelaine,1951-11-02,SCHNM1151,"[""A"", ""B""]"
Metz,Sophia,1971-02-19,METZS0271,"[""D""]"
Nolan,"",1941-12-24,NOLAX1241,"[""C"", ""B"", ""A""]"
Turner,Vaughn,2006-06-09,TURNV0606,"[""B"", ""A""]"
Heidenreich,"",1954-02-09,HEIDX0254,"[""C"", ""A"", ""B"", ""D""]"
Lesch,"",2008-10-01,LESCX1008,"[""B"", ""D"", ""C""]"
Shanahan,Regan,1936-02-18,SHANR0236,"[""C""]"
Spinka,"",1942-09-21,SPINX0942,"[""C""]"
McKenzie,"",2006-03-26,MCKEX0306,"[""A""]"
Schmitt,2024-02-13,1965-07-22,SCHM20765,"[""B"", ""A"", ""C"", ""D""]"
Shanahan,"",1946-10-27,SHANX1046,"[""B"", ""A""]"
O'Hara,Eli,2007-07-22,"","[""D""]"
Abernathy,Arnette,1979-01-24,ABERA0179,"[""A"", ""D""]"
Bahringer,Georgie,1976-03-03,BAHRG0376,"[""B"", ""D"", ""C"", ""A""]"
Harris,"",1979-01-28,HARRX0179,"[""B"", ""A"", ""D""]"
Powlowski,George,2004-02-09,POWLG0204,"[""D"", ""C"", ""A"", ""B""]"
Quitzon,Mollie,1967-01-15,QUITM0167,"[""C""]"
Beahan,"",1948-02-29,BEAHX0248,"[""P"", ""M"", ""I"", ""O""]"
Blick(,Clemencia,1947-09-14,BLICC0947,"[""D"", ""C"", ""B""]"
Rodriguez,"",1984-03-30,RODRX0384,"[""D"", ""B"", ""A"", ""C""]"
O'Kon,"",1935-07-23,OKONX0735,"[""A"", ""C""]"
Klein,"",1974-04-20,KLEIX0474,"[""D"", ""C"", ""B""]"
2024-02-13,"",1964-06-23,2024X0664,"[""C""]"
Altenwerth,"",2004-11-23,ALTEX1104,"[""A""]"
Wiegand,Jewell,1946-09-07,"","[""B""]"
Ernser,"",1942-01-06,ERNSX0142,"[""B""]"
Kris,Jefferey,1964-06-08,KRISJ0664,"[""B"", ""D"", ""A"", ""C""]"
Reynolds,"",1992-06-08,REYNX0692,"[""C""]"
Wiza,"",1986-03-22,WIZAX0386,"[""A"", ""C""]"
Mitchell,"",1951-08-17,MITCX0851,"[""A"", ""B"", ""C""]"
Ratke,Odell,1983-05-31,RATKO0583,"[""A"", ""C"", ""D"", ""B""]"
Crooks,"",2004-09-06,CROOX0904,"[""A"", ""C"", ""D""]"
Kozey,Kenya,1960-08-04,KOZEK0860,"[""D"", ""B"", ""C"", ""A""]"
Hartmann,Gertrud,2002-03-19,HARTG0302,"[""A"", ""B"", ""D"", ""C""]"
Farrell,"",1949-06-29,"","[""B"", ""A"", ""D""]"
Sipes,"",1991-03-20,SIPEX0391,"[""B"", ""A"", ""C""]"
Ryan,"",1992-01-11,RYANX0192,"[""C""]"
Flatley,"",1993-07-08,FLATX0793,"[""B"", ""A"", ""C""]"
Brown,"",1947-08-03,BROWX0847,"[""A"", ""D"", ""C""]"
Crooks,"",1960-07-04,CROOX0760,"[""B"", ""D"", ""C""]"
Schulist,2024-02-13,1956-05-02,SCHU20556,"[""C"", ""B""]"
Huels,Enedina,1962-03-11,HUELE0362,"[""C"", ""A"", ""D"", ""B""]"
Weissnat,Dede,1956-03-05,WEISD0356,"[""D""]"
Hermiston,"",1969-10-04,HERMX1069,"[""D"", ""B""]"
Mann,"",1970-07-14,MANNX0770,"[""C"", ""A"", ""B"", ""D""]"
Bartell,Susan,1938-06-03,BARTS0638,"[""B"", ""D""]"
Prosacco,Mark,1955-02-13,PROSM0255,"[""C"", ""D"", ""B"", ""A""]"
Gerhold,"",1971-04-09,GERHX0471,"[""A"", ""D"", ""B""]"
Conroy,Theron,1990-10-15,CONRT1090,"[""B"", ""A"", ""C""]"
Huels,"",1955-11-17,HUELX1155,"[""A""]"
Boyer,"",2006-11-12,BOYEX1106,"[""D""]"
Leuschke,"",1987-09-13,LEUSX0987,"[""B"", ""A"", ""C""]"
Medhurst,Merilyn,1978-06-23,MEDHM0678,"[""D"", ""B"", ""A""]"
Bradtke,Digna,1995-02-10,BRADD0295,"[""B"", ""D"", ""A""]"
Weissnat),Chassidy,1984-10-05,WEISC1084,"[""A"", ""B"", ""D""]"
Windler,"",1967-09-16,WINDX0967,"[""B"", ""C""]"
Carroll,2024-02-13,1984-07-14,CARR20784,"[""C"", ""A""]"
Crist,Jazmine,1960-02-12,CRISJ0260,"[""D"", ""A"", ""B""]"
Treutel*,Rodrick,1989-10-27,TREUR1089,"[""C"", ""A"", ""B""]"
Nicolas,"",1969-12-30,NICOX1269,"[""D"", ""B"", ""A""]"
Jenkins,"",1966-08-11,JENKX0866,"[""O"", ""U"", ""M"", ""F""]"
Rogahn,Evelina,2002-10-30,ROGAE1002,"[""D"", ""C"", ""B"", ""A""]"
Medhurst,"",2021-12-26,MEDHX1221,"[""C""]"
Murphy,Francis,1979-09-03,MURPF0979,"[""C"", ""D""]"
Rice,"",1953-03-22,RICEX0353,"[""B"", ""A"", ""C"", ""D""]"
Klein,Leonie,1994-04-11,KLEIL0494,"[""C"", ""B"", ""A""]"
Tremblay,"",1936-11-22,TREMX1136,"[""J"", ""D"", ""T"", ""B""]"
Hudson,Maragaret,1971-07-17,HUDSM0771,"[""D"", ""B"", ""A""]"
Leffler,"",1961-07-25,LEFFX0761,"[""A"", ""D"", ""B"", ""C""]"
Nitzsche,Isiah,2020-12-07,NITZI1220,"[""A"", ""B"", ""D""]"
Medhurst,"",1986-08-17,HERMA707012ZX2EE,"[""C"", ""A"", ""D""]"
Skiles,"",1971-05-08,SKILX0571,"[""B""]"
Funk,"",1947-03-05,FUNKX0347,"[""C"", ""B"", ""D""]"
Langworth,"",1941-06-20,LANGX0641,"[""A""]"
Dare,"",1947-01-12,DAREX0147,"[""A"", ""B"", ""C"", ""D""]"
Beahan,Booker,1953-06-07,BEAHB0653,"[""B"", ""C""]"
Lemke,"",2006-04-10,SCHRO702120RP3NN,"[""C"", ""D""]"
Weber,Cary,1954-10-29,WEBEC1054,"[""B"", ""A""]"
Farrell,"",1989-01-04,FARRX0189,"[""B"", ""A""]"
Waelchi,"",1987-02-28,WAELX0287,"[""B"", ""A"", ""C""]"
Parker,"",1963-08-11,PARKX0863,"[""D"", ""B"", ""A"", ""C""]"
Lueilwitz,"",1975-06-18,LUEIX0675,"[""C"", ""A"", ""B""]"
Turcotte,"",1961-07-13,TURCX0761,"[""D""]"
Yundt,"",1961-05-13,YUNDX0561,"[""C"", ""A"", ""B""]"
Witting,Courtney,1960-02-23,WITTC0260,"[""D""]"
Keeling,"",1952-07-10,KEELX0752,"[""B"", ""D"", ""A"", ""C""]"
Hoppe,Cheree,1940-10-19,HOPPC1040,"[""D"", ""A"", ""B""]"
Kemmer,"",2002-05-08,KEMMX0502,"[""B""]"
Emmerich,Claudio,2003-10-29,EMMEC1003,"[""B"", ""D"", ""C"", ""A""]"
Ryan,"",1964-11-03,RYANX1164,"[""A"", ""B"", ""C""]"
McGlynn,2024-02-13,1997-06-16,MCGL20697,"[""A"", ""B""]"
Hauck,Patricia,1969-02-05,HAUCP0269,"[""D""]"
Cassin,Jamison,1967-03-25,"","[""C"", ""B"", ""A""]"
"",Kim,1993-12-18,XXXXK1293,"[""A"", ""B"", ""C"", ""D""]"
Ernser,"",1941-06-19,2024-02-13,"[""E"", ""S"", ""K"", ""I""]"
Legros,Stephane,1960-12-10,LEGRS1260,"[""B"", ""D""]"
Green,"",1985-09-28,GREEX0985,"[""C"", ""D""]"
Murphy,Kassie,1978-04-18,MURPK0478,"[""D"", ""B"", ""A"", ""C""]"
Hahn,"",1985-08-22,HAHNX0885,"[""L"", ""M"", ""C"", ""P""]"
Prohaska,Cleveland,1990-07-02,PROHC0790,"[""A"", ""B""]"
Paucek^,"",1970-07-08,PAUCX0770,"[""D""]"
Huels,Alden,1973-02-07,HUELA0273,"[""B"", ""A""]"
Will,"",1972-09-21,WILLX0972,"[""B"", ""D"", ""A"", ""C""]"
Stamm,"",2003-03-10,STAMX0303,"[""A"", ""C"", ""D"", ""B""]"
Shanahan,Essie!,1975-05-23,SHANE0575,"[""B"", ""A"", ""C""]"
Stamm,Joana,1982-06-28,STAMJ0682,"[""A"", ""B""]"
Schoen,Elvie,2004-02-16,SCHOE0204,"[""C"", ""A"", ""B""]"
Walker,Charolette,"",2024-02-13,"[""B"", ""A"", ""D""]"
Glover,Todd,1944-03-06,GLOVT0344,"[""A""]"
Hand(,Trinh,1983-11-30,HANDT1183,"[""D"", ""B"", ""A"", ""C""]"
Yost,"",1939-11-07,YOSTX1139,"[""C""]"
Waters,Kenny,1988-01-01,WATEK0188,"[""D"", ""B"", ""C""]"
Ratke,Alexander,2008-07-03,RATKA0708,"[""D"", ""A""]"
Stroman,"",1986-08-02,STROX0886,"[""D"", ""C"", ""B"", ""A""]"
Lebsack,2024-02-13,2005-01-25,LEBS20105,"[""A"", ""B"", ""D"", ""C""]"
Bernhard,Shanda,1962-02-05,BERNS0262,"[""C"", ""A""]"
Streich,Edmond,2007-10-29,STREE1007,"[""A"", ""C"", ""D""]"
Luettgen,Arnold,1941-01-23,LUETA0141,"[""A"", ""D"", ""C"", ""B""]"
Wiegand,Santo,1940-08-22,WIEGS0840,"[""B"", ""D"", ""C""]"
Abshire,Mi,1871-03-26,2024-02-13,"[""D"", ""A""]"
Hand,"",1972-04-29,HANDX0472,"[""B"", ""A"", ""C""]"
Prohaska,Taryn,1957-04-13,PROHT0457,"[""D"", ""A""]"
Lindgren,2024-02-13,1955-10-16,LIND21055,"[""D"", ""B"", ""A"", ""C""]"
Schumm,"",1962-08-30,SCHUX0862,"[""B"", ""D""]"
Corkery,Andre!,2002-10-07,CORKA1002,"[""A""]"
Schamberger,Willetta,1830-04-29,SCHAW0430,"[""A"", ""D"", ""C"", ""B""]"
Wehner,"",1939-11-29,WEHNX1139,"[""D""]"
Ferry,"",1946-09-13,FERRX0946,"[""B"", ""D"", ""A""]"
Roberts,"",2009-01-26,ROBEX0109,"[""B""]"
Upton,Josh,1951-09-15,UPTOJ0951,"[""B""]"
Hilll,"",1986-01-01,HILLX0186,"[""A""]"
"",Suk,1953-01-29,XXXXS0153,"[""D"", ""A"", ""C"", ""B""]"
Corkery,Leland,1973-08-09,CORKL0873,"[""T"", ""S"", ""L"", ""V""]"
Friesen,"",2004-05-10,FRIEX0504,"[""B"", ""D"", ""A""]"
Shields,Nell,1986-07-19,SHIEN0786,"[""A"", ""B"", ""D""]"
Zboncak,"",1987-07-28,ZBONX0787,"[""C"", ""B"", ""D""]"
Frami,"",1956-03-14,FRAMX0356,"[""D"", ""C""]"
Schimmel,"",1965-04-20,SCHIX0465,"[""C""]"
Weimann,"",1969-06-14,WEIMX0669,"[""C"", ""D"", ""B""]"
Bechtelar,Charmaine,2007-01-30,BECHC0107,"[""A""]"
2024-02-13,Jared,1972-11-29,2024J1172,"[""D""]"
Bartoletti,"",1984-10-06,BARTX1084,"[""A""]"
Bauch,Alejandra,1946-08-21,BAUCA0846,"[""N"", ""V"", ""E"", ""L""]"
Lowe,Jasper,1974-01-23,LOWEJ0174,"[""A"", ""D"", ""B""]"
Lubowitz,"",1970-01-05,LUBOX0170,"[""B""]"
"",Rolland,2002-02-17,XXXXR0202,"[""B"", ""D""]"
Von,"",1940-09-04,VONXX0940,"[""A"", ""D""]"
Reichert,Pinkie,1960-09-22,REICP0960,"[""D"", ""C""]"
Collins,Shaunte,1975-04-07,COLLS0475,"[""A"", ""C"", ""D""]"
Morissette,"",1990-06-20,MORIX0690,"[""D"", ""A"", ""B""]"
Balistreri,Cathey,2001-12-14,2024-02-13,"[""D"", ""C""]"
Kerluke,Gil£,1941-06-16,KERLG0641,"[""C""]"
Kshlerin,"",1999-09-28,KSHLX0999,"[""C"", ""D"", ""B"", ""A""]"
Schimmel,Hermelinda,1990-01-23,SCHIH0190,"[""D"", ""B"", ""C"", ""A""]"
Walsh,"",1962-11-20,WALSX1162,"[""C"", ""B"", ""A""]"
Abernathy,Janee,1974-07-21,ABERJ0774,"[""C"", ""D"", ""A"", ""B""]"
Stamm,"",1959-06-16,STAMX0659,"[""D"", ""A""]"
Sipes,"",1982-03-01,SIPEX0382,"[""D"", ""C""]"
Kuhic,"",2007-07-03,KUHIX0707,"[""D"", ""A""]"
Bins,Chad,1985-09-06,BINSC0985,"[""C"", ""D"", ""B""]"
Howell,"","",HOWEX,"[""A"", ""C"", ""B""]"
Yundt,"",1990-03-02,YUNDX0390,"[""B"", ""D"", ""A""]"
Price,Rudolph,1977-08-16,PRICR0877,"[""C"", ""B"", ""D"", ""A""]"
Cassin,"",2007-09-25,2024-02-13,"[""A"", ""B""]"
Waelchi,"",1948-01-05,WAELX0148,"[""D"", ""A"", ""C"", ""B""]"
Jast,Aundrea,1945-07-21,2024-02-13,"[""B""]"
Huel,Augustus,2001-08-08,HUELA0801,"[""B"", ""A"", ""D"", ""C""]"
Wolf,Roderick,1964-04-27,WOLFR0464,"[""B"", ""A""]"
Streich,Lashandra,1947-07-29,STREL0747,"[""B"", ""D"", ""A"", ""C""]"
Heidenreich,Keneth,1987-05-13,HEIDK0587,"[""A"", ""C"", ""D""]"
Schaden,Allegra,1949-08-26,SCHAA0849,"[""C""]"
Prosacco,"",2019-05-09,PROSX0519,"[""C""]"
McDermott,Kirstin,1985-04-03,MCDEK0485,"[""A"", ""C"", ""B"", ""D""]"
Klocko,Lacie,1986-02-20,KLOCL0286,"[""A""]"
Hermann,"",1988-11-08,HAHN9656227QT7DN,"[""C"", ""B""]"
Hoppe%,Tabetha,1995-09-28,HOPPT0995,"[""D"", ""A"", ""B"", ""C""]"
O'Hara,"",1946-02-11,OHARX0246,"[""C"", ""B"", ""D"", ""A""]"
Considine,"",1974-04-23,CONSX0474,"[""A"", ""C""]"
Upton,"",1948-08-11,UPTOX0848,"[""D"", ""C"", ""B"", ""A""]"
Feil,"",1943-02-20,FEILX0243,"[""B"", ""A""]"
